南极之恋,6.9,吴有音,赵又廷 / 杨子姗,爱情 / 冒险,中国大陆,2018,23418,2017年02月01日（18点）,国产
爱丽丝梦游仙境 Alice in Wonderland,7.0,蒂姆·波顿,米娅·华希科沃斯卡 / 约翰尼·德普 / 海伦娜·伯翰·卡特,奇幻 / 冒险,美国,2010,23404,2010年3月26日,进口分账
叶问2：宗师传奇,7.2,叶伟信,甄子丹 / 洪金宝 / 熊黛林,动作 / 传记 / 历史,中国大陆/香港,2010,23404,2010年4月27日,国产（合拍）
画皮 畫皮,6.5,陈嘉上 / 钱永强,甄子丹 / 周迅 / 陈坤,剧情 / 爱情 / 奇幻 / 惊悚,中国大陆/香港/新加坡,2008,23241,2008年9月25日,国产（合拍）
听风者,6.8,麦兆辉 / 庄文强,梁朝伟 / 周迅 / 范晓萱,剧情 / 悬疑,中国大陆/香港,2012,23224,2012年8月7日,国产（合拍）
东方快车谋杀案 Murder on the Orient Express,7.0,肯尼思·布拉纳,肯尼思·布拉纳 / 佩内洛普·克鲁兹 / 威廉·达福,剧情 / 犯罪 / 悬疑,美国/马耳他,2017,23016,2017年11月10日,进口分账
一生一世,5.1,邹佡,谢霆锋 / 高圆圆 / 杜海涛,爱情,中国大陆/香港,2014,22941,2014年9月5日,国产（合拍）
洛杉矶之战 Battle: Los Angeles,6.0,乔纳森·里贝斯曼,艾伦·艾克哈特 / 米歇尔·罗德里格兹 / 拉蒙·罗德里格兹,动作 / 科幻,美国,2011,22739,2011年3月18日,进口分账
海洋奇缘 Moana,7.6,罗恩·克莱蒙兹 / 约翰·马斯克 / 唐·霍尔 / 克里斯·威廉姆斯,奥丽伊·卡瓦洛 / 道恩·强森 / 瑞切尔·豪斯,动画 / 奇幻 / 冒险 / 歌舞,美国,2016,22699,2016年11月25日,进口分账
撒娇女人最好命,5.7,彭浩翔,周迅 / 黄晓明 / 隋棠,喜剧 / 爱情,中国大陆/香港,2014,22440,2014年11月28日（11月11日部分点映）,国产
风声,8.1,陈国富 / 高群书,周迅 / 李冰冰 / 张涵予,犯罪 / 剧情 / 惊悚 / 战争,中国大陆,2009,22413,2009年9月30日,国产（合拍）
心理罪之城市之光,6.1,徐纪周,邓超 / 阮经天 / 刘诗诗,动作 / 犯罪 / 悬疑,中国大陆/香港,2017,22407,2017年12月22日,国产
普罗米修斯 Prometheus,7.3,雷德利·斯科特,劳米·拉佩斯 / 迈克尔·法斯宾德 / 查理兹·塞隆,科幻 / 惊悚 / 冒险,美国/英国,2012,22359,2012年9月2日,进口特种
爸爸去哪儿2,4.5,谢涤葵 / 林妍,黄磊 / 黄忆慈 / 陆毅,儿童 / 喜剧 / 家庭,中国大陆,2015,22341,2015年2月19日,国产
解忧杂货店,5.1,韩杰,王俊凯 / 迪丽热巴 / 董子健,剧情 / 奇幻,中国大陆,2017,22298,2017年12月29日,国产
京城81号2 京城81号Ⅱ,3.8,钱人豪,张智霖 / 梅婷 / 钟欣潼,剧情 / 悬疑 / 惊悚,中国大陆,2017,21888,2017年07月06日18点,国产
敢死队 The Expendables,6.7,西尔维斯特·史泰龙,西尔维斯特·史泰龙 / 杰森·斯坦森 / 李连杰,动作 / 冒险 / 惊悚,美国,2010,21876,2010年8月20日,进口批片
新少林寺,5.9,陈木胜,刘德华 / 谢霆锋 / 范冰冰,剧情 / 动作,中国大陆/香港,2011,21626,2011年1月19日,国产（合拍）
欢乐好声音 Sing,8.2,加斯·詹宁斯 / 克里斯托夫·卢尔德莱,马修·麦康纳 / 瑞茜·威瑟斯彭 / 塞思·麦克法兰,喜剧 / 动画 / 歌舞,美国,2016,21621,2017年2月17日,进口分账
失孤,6.4,彭三源,刘德华 / 井柏然 / 吴君如,剧情,中国大陆/香港,2015,21616,2015年3月20日,国产（合拍）
我是证人,6.1,安相勋,杨幂 / 鹿晗 / 王景春,剧情 / 犯罪 / 悬疑,中国大陆/韩国,2015,21494,2015年10月30日,国产
窃听风云2,7.5,麦兆辉 / 庄文强,古天乐 / 刘青云 / 吴彦祖,剧情 / 动作 / 犯罪 / 悬疑,香港/中国大陆,2011,21468,2011年8月18日,国产（合拍）
重返地球 After Earth,5.5,M·奈特·沙马兰,威尔·史密斯 / 贾登·史密斯 / 佐伊·克罗维兹,动作 / 科幻 / 冒险,美国,2013,21466,2013年7月12日,进口分账
赏金猎人,5.0,申太罗,李敏镐 / 钟汉良 / 唐嫣,剧情 / 喜剧 / 动作,中国大陆/韩国/香港,2016,21374,2016年7月1日,国产（合拍）
哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1,7.9,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,剧情 / 奇幻 / 冒险,英国/美国,2010,21313,2010年11月19日,进口分账
谍影重重4 The Bourne Legacy,6.7,托尼·吉尔罗伊,杰瑞米·雷纳 / 蕾切尔·薇兹 / 爱德华·诺顿,动作 / 悬疑 / 惊悚,美国/日本,2012,21302,2012年10月25日,进口分账
白蛇传说,4.7,程小东,李连杰 / 黄圣依 / 林峰,动作 / 爱情 / 奇幻 / 古装,中国大陆,2011,21100,2011年9月28日,国产（合拍）
喜欢你,6.8,许宏宇,金城武 / 周冬雨 / 孙艺洲,喜剧 / 爱情,中国大陆,2017,21078,2017年04月27日,国产（合拍）
马达加斯加3 Madagascar 3: Europe&#39;s Most Wanted,8.2,康拉德·弗农 / 埃里克·达尼尔 / 汤姆·麦格拉思,本·斯蒂勒 / 克里斯·洛克 / 大卫·休默,喜剧 / 动画 / 冒险,美国,2012,21078,2012年6月8日,进口特种
起跑线 Hindi Medium,8.0,萨基特·乔杜里,伊尔凡·可汗 / 萨巴·卡玛尔 / 内哈·迪胡皮阿,剧情 / 喜剧,印度,2017,21023,2018年4月4日,进口
怪兽大学 Monsters University,8.0,丹·斯坎隆,比利·克里斯托 / 约翰·古德曼 / 史蒂夫·布西密,喜剧 / 动画 / 冒险,美国,2013,21007,2013年8月23日,进口分账
盲探,7.1,杜琪峰,刘德华 / 郑秀文 / 郭涛,喜剧 / 爱情 / 悬疑 / 惊悚 / 犯罪,中国大陆/香港,2013,20958,2013年7月4日,国产（合拍）
赤道,6.0,梁乐民 / 陆剑青,张学友 / 张家辉 / 余文乐,剧情 / 动作 / 犯罪 / 悬疑,香港,2015,20932,2015年4月30日,国产（合拍）
饥饿游戏3：嘲笑鸟(上) The Hunger Games: Mockingjay - Part 1,5.8,弗朗西斯·劳伦斯,詹妮弗·劳伦斯 / 乔什·哈切森 / 利亚姆·海姆斯沃斯,动作 / 科幻 / 冒险,美国,2014,20942,2015年2月8日,进口分账
反贪风暴2 S風暴,5.3,林德禄,古天乐 / 张智霖 / 周渝民,剧情 / 犯罪,中国大陆/香港,2016,20901,2016年9月14日18点起,国产（合拍）
老男孩猛龙过江,5.7,肖央,肖央 / 王太利 / 屈菁菁,剧情 / 喜剧,中国大陆,2014,20888,2014年7月10日,国产
痞子英雄2：黎明升起 痞子英雄2：黎明再起,5.4,蔡岳勋,赵又廷 / 林更新 / 黄渤,剧情 / 动作 / 犯罪,中国大陆/台湾/香港,2014,20873,2014年10月1日,国产（合拍）
帕丁顿熊2 Paddington 2,8.2,保罗·金,本·卫肖 / 休·格兰特 / 休·博纳维尔,喜剧 / 动画 / 家庭,英国/法国/美国,2017,20638,2017年12月8日,进口分账
寂静之地 A Quiet Place,6.4,约翰·卡拉辛斯基,艾米莉·布朗特 / 约翰·卡拉辛斯基 / 米利森特·西蒙兹,惊悚 / 恐怖,美国,2018,20510,2018年5月18日,进口分账（上映中……）
闺蜜,5.4,黄真真,陈意涵 / 薛凯琪 / 杨子姗,喜剧 / 爱情,中国大陆,2014,20498,2014年7月30日14点,国产
长江七号,6.4,周星驰,周星驰 / 徐娇 / 张雨绮,喜剧 / 科幻,中国大陆/香港,2008,20304,2008年1月30日,国产（合拍）
攻壳机动队 Ghost in the Shell,6.4,鲁伯特·桑德斯,斯嘉丽·约翰逊 / 皮鲁·埃斯贝克 / 北野武,动作 / 科幻 / 犯罪,美国,2017,20256,2017年04月07日,进口分账
逆时营救,4.9,尹鸿承,杨幂 / 霍建华 / 金士杰,动作 / 科幻,中国大陆,2017,20129,2017年06月29日,国产
虎胆龙威5 A Good Day to Die Hard,6.2,约翰·摩尔,布鲁斯·威利斯 / 杰·科特尼 / 塞巴斯蒂安·科赫,动作 / 惊悚 / 犯罪,美国,2013,20129,2013年3月14日,进口分账
投名状,6.9,陈可辛,李连杰 / 金城武 / 刘德华,剧情 / 动作 / 战争 / 古装,中国大陆/香港,2007,20110,2007年12月12日,国产（合拍）
101次求婚,5.6,陈正道,黄渤 / 林志玲 / 高以翔,爱情,中国大陆/台湾/日本,2013,20042,2013年2月12日,国产
猩球崛起 Rise of the Planet of the Apes,8.0,鲁伯特·瓦耶特,詹姆斯·弗兰科 / 安迪·瑟金斯 / 汤姆·费尔顿,剧情 / 动作 / 科幻,美国,2011,19681,2011年10月28日,进口分账
将爱情进行到底,6.6,张一白,李亚鹏 / 徐静蕾 / 王学兵,剧情 / 爱情,中国大陆,2011,19635,2011年2月12日,国产
解救吾先生,7.8,丁晟,刘德华 / 刘烨 / 吴若甫,剧情 / 犯罪,中国大陆,2015,19580,2015年9月30日,国产
太平轮(上),5.8,吴宇森,章子怡 / 金城武 / 宋慧乔,剧情 / 爱情 / 战争,中国大陆/香港,2014,19542,2014年12月2日,国产（合拍）
大侦探福尔摩斯2：诡影游戏 Sherlock Holmes: A Game of Shadows,7.5,盖·里奇,小罗伯特·唐尼 / 裘德·洛 / 瑞秋·麦克亚当斯,动作 / 犯罪 / 悬疑 / 惊悚 / 冒险,美国,2011,19343,2012年1月15日,进口分账
赵氏孤儿,5.9,陈凯歌,葛优 / 王学圻 / 黄晓明,剧情 / 动作 / 历史 / 武侠 / 古装,中国大陆,2010,19310,2010年12月4日,国产
分手合约,5.7,吴基焕,白百何 / 彭于晏 / 吴佩慈,爱情,中国大陆/韩国,2013,19264,2013年4月12日,国产
飓风营救3 Taken 3,6.4,奥利维尔·米加顿,连姆·尼森 / 福里斯特·惠特克 / 法米克·詹森,动作 / 犯罪 / 惊悚,法国/美国,2014,19246,2015年3月20日,进口分账
四大名捕大结局,4.7,陈嘉上 / 秦小珍,邓超 / 刘亦菲 / 邹兆龙,动作 / 爱情 / 悬疑 / 武侠 / 古装,中国大陆/香港,2014,19241,2014年8月22日,国产
四大名捕,5.0,陈嘉上 / 秦小珍,邓超 / 刘亦菲 / 郑中基,动作 / 爱情 / 悬疑 / 武侠 / 古装,中国大陆/香港,2012,19217,2012年7月12日,国产（合拍）
陆垚知马俐,5.4,文章,包贝尔 / 宋佳 / 朱亚文,喜剧 / 爱情,中国大陆,2016,19204,2016年7月15日,国产
奇迹男孩 Wonder,8.7,斯蒂芬·卓博斯基,雅各布·特伦布莱 / 朱莉娅·罗伯茨 / 伊扎贝拉·维多维奇,剧情 / 儿童 / 家庭,美国/香港,2017,19141,2018年1月19日,进口
武林外传,6.4,尚敬,闫妮 / 姚晨 / 沙溢,喜剧 / 动作 / 古装,中国大陆,2011,18965,2011年1月26日,国产
大话西游之大圣娶亲 西遊記大結局之仙履奇緣,9.2,刘镇伟,周星驰 / 吴孟达 / 朱茵,喜剧 / 爱情 / 奇幻 / 冒险,香港/中国大陆,1995,18917,2017-04-13（复映）/,国产（合拍）
功夫之王 The Forbidden Kingdom,5.3,罗伯·明可夫,李连杰 / 成龙 / 刘亦菲,动作 / 奇幻 / 冒险 / 武侠 / 古装,美国/中国大陆,2008,18800,2008年4月18日,国产（合拍）
移动迷宫2 Maze Runner: The Scorch Trials,5.7,韦斯·鲍尔,迪伦·奥布莱恩 / 卡雅·斯考达里奥 / 托马斯·布罗迪-桑斯特,动作 / 科幻 / 冒险,美国,2015,18780,2015年11月4日,进口分账
暴力街区 Brick Mansions,6.9,卡米尔·狄拉玛,保罗·沃克 / 大卫·贝利 / 罗伯特·菲茨杰拉德·迪格斯,剧情 / 动作 / 犯罪,法国/加拿大,2014,18704,2014年8月1日,进口
功夫熊猫 Kung Fu Panda,7.9,马克·奥斯本 / 约翰·斯蒂文森,杰克·布莱克 / 达斯汀·霍夫曼 / 安吉丽娜·朱莉,喜剧 / 动作 / 动画 / 冒险,美国,2008,18550,2008年6月20日,进口分账
功夫,8.1,周星驰,周星驰 / 元秋 / 元华,动作 / 喜剧 / 犯罪 / 奇幻,中国大陆/香港,2004,18549,2015年1月15日（3D版重映）；2004年12月22日,国产（合拍）
全民目击,7.6,非行,孙红雷 / 余男 / 郭富城,剧情 / 犯罪 / 悬疑,中国大陆,2013,18126,2013年9月13日,国产
单身男女2 單身男女II,5.4,杜琪峰,古天乐 / 杨千嬅 / 高圆圆,喜剧 / 爱情,香港/中国大陆,2014,18051,2014年11月11日（11月8日全天点映）,国产
谁的青春不迷茫,6.5,姚婷婷,白敬亭 / 郭姝彤 / 李宏毅,爱情,中国大陆,2016,17985,2016年4月22日,国产
最后的巫师猎人 The Last Witch Hunter,5.8,布瑞克·埃斯纳尔,范·迪塞尔 / 伊莱贾·伍德 / 露丝·莱斯利,动作 / 奇幻 / 冒险,美国,2015,17983,2016年1月15日,进口
无极,5.0,陈凯歌,张东健 / 张柏芝 / 真田广之,动作 / 剧情 / 奇幻,中国大陆/香港/日本/韩国,2005,17950,2005年12月15日,国产（合拍）
钢铁侠2 Iron Man 2,7.2,乔恩·费儒,小罗伯特·唐尼 / 格温妮斯·帕特洛 / 米基·洛克,动作 / 冒险 / 科幻,美国,2010,17920,2010年5月7日,进口分账
画壁,4.5,陈嘉上,邓超 / 孙俪 / 闫妮,剧情 / 动作 / 爱情 / 奇幻,中国大陆/香港,2011,17805,2011年9月29日,国产（合拍）
惊天危机 White House Down,7.3,罗兰·艾默里奇,查宁·塔图姆 / 杰米·福克斯 / 玛吉·吉伦哈尔,动作 / 灾难,美国,2013,17774,2013年7月22日,进口分账
诸神之战 Clash of the Titans,6.0,路易斯·莱特里尔,萨姆·沃辛顿 / 杰玛·阿特登 / 麦斯·米科尔森,动作 / 冒险 / 奇幻,美国,2010,17592,2010年4月16日,进口特种（3D）
饥饿游戏 The Hunger Games,6.8,盖瑞·罗斯,詹妮弗·劳伦斯 / 乔什·哈切森 / 利亚姆·海姆斯沃斯,动作 / 科幻 / 冒险,美国,2012,17577,2012年6月14日,进口分账
春娇救志明 春嬌救志明,7.0,彭浩翔,余文乐 / 杨千嬅 / 蒋梦婕,剧情 / 喜剧 / 爱情,香港/中国大陆,2017,17556,2017年04月28日,国产（合拍）
四大名捕2,4.8,陈嘉上 / 秦小珍,邓超 / 刘亦菲 / 邹兆龙,动作 / 悬疑 / 奇幻 / 武侠 / 古装,中国大陆/香港,2013,17541,2013年12月6日,国产
大魔术师 大魔術師,6.6,尔冬升,梁朝伟 / 刘青云 / 周迅,剧情 / 喜剧 / 爱情 / 奇幻,中国大陆/香港,2012,17429,2012年1月12日,国产（合拍）
蓝精灵：寻找神秘村 Smurfs: The Lost Village,6.3,凯利·阿斯博瑞,黛米·洛瓦托 / 雷恩·威尔森 / 乔·曼根尼罗,喜剧 / 动画 / 奇幻 / 冒险,美国,2017,17394,2017年04月21日,进口分账
搜索,7.3,陈凯歌,高圆圆 / 姚晨 / 赵又廷,剧情 / 悬疑,中国大陆,2012,17354,2012年7月6日,国产
新娘大作战,3.9,陈国辉,杨颖 / 倪妮 / 陈晓,喜剧 / 爱情,中国大陆/香港,2015,17331,2015年8月20日,国产（合拍）
驴得水,8.4,周申 / 刘露,任素汐 / 大力 / 刘帅良,剧情 / 喜剧,中国大陆,2016,17308,2016年10月28日,国产
看不见的客人 Contratiempo,8.8,奥里奥尔·保罗,马里奥·卡萨斯 / 阿娜·瓦格纳 / 何塞·科罗纳多,剧情 / 犯罪 / 悬疑 / 惊悚,西班牙,2016,17258,2017年09月15日,进口
疯狂外星人 Home,7.3,蒂姆·约翰逊,吉姆·帕森斯 / 蕾哈娜 / 史蒂夫·马丁,喜剧 / 科幻 / 动画 / 冒险,美国,2015,17238,2015年4月24日,进口特种
武侠,6.6,陈可辛,甄子丹 / 金城武 / 汤唯,剧情 / 动作 / 悬疑 / 武侠,香港/中国大陆,2011,17203,2011年7月4日,国产（合拍）
公牛历险记 Ferdinand,7.3,卡洛斯·沙尔丹哈,约翰·塞纳 / 凯特·麦克金农 / 莉莉·戴,喜剧 / 动画 / 冒险,美国,2017,17188,2018年1月19日,进口分账
一夜惊喜,5.4,金依萌,范冰冰 / 李治廷 / 吴佩慈,喜剧 / 爱情,中国大陆/香港,2013,17158,2013年8月9日,国产
黄飞鸿之英雄有梦,5.4,周显扬,彭于晏 / 井柏然 / 王珞丹,剧情 / 动作 / 爱情 / 武侠,中国大陆/香港/英国,2014,17127,2014年11月21日,国产
云图 Cloud Atlas,8.0,汤姆·提克威 / 拉娜·沃卓斯基 / 莉莉·沃卓斯基,汤姆·汉克斯 / 哈莉·贝瑞 / 吉姆·布劳德本特,剧情 / 科幻 / 悬疑,德国/美国/香港/中国大陆/新加坡,2012,16985,2013年1月31日,进口
祖宗十九代,4.3,郭德纲,岳云鹏 / 吴京 / 吴秀波,喜剧 / 奇幻,中国大陆,2018,16980,2018年2月16日,国产
南京！南京！,7.4,陆川,刘烨 / 高圆圆 / 中泉英雄,剧情 / 历史 / 战争,中国大陆/香港,2009,16848,2009年4月22日,国产
比得兔 Peter Rabbit,7.2,威尔·古勒,詹姆斯·柯登 / 多姆纳尔·格里森 / 萝丝·拜恩,喜剧 / 动画 / 冒险,美国/英国/澳大利亚,2018,16825,2018年3月2日,进口分账
喜羊羊与灰太狼之开心闯龙年,5.3,简耀宗,周笔畅 / 阿牛 / 欧弟,儿童 / 喜剧 / 动画 / 冒险,中国大陆,2012,16788,2012年1月12日,国产
危城,5.6,陈木胜,刘青云 / 古天乐 / 彭于晏,剧情 / 动作 / 犯罪 / 武侠 / 古装,中国大陆/香港,2016,16734,2016年8月12日,国产（合拍）
哈利·波特与混血王子 Harry Potter and the Half-Blood Prince,7.4,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,剧情 / 奇幻 / 冒险,英国/美国,2009,16729,2009年7月15日,进口分账
最强囍事,5.2,陈庆嘉 / 秦小珍,张柏芝 / 古天乐 / 甄子丹,喜剧 / 爱情,中国大陆/香港,2011,16704,2011年1月31日,国产（合拍）
比利·林恩的中场战事 Billy Lynn&#39;s Long Halftime Walk,8.3,李安,乔·阿尔文 / 加内特·赫德兰 / 克里斯汀·斯图尔特,剧情 / 战争,美国/英国/中国大陆,2016,16517,2016年11月11日,进口分账
七月与安生,7.6,曾国祥,周冬雨 / 马思纯 / 李程彬,剧情 / 爱情,中国大陆/香港,2016,16487,2016年9月14日,国产（合拍）
魔境仙踪 Oz: The Great and Powerful,6.3,山姆·雷米,詹姆斯·弗兰科 / 米歇尔·威廉姆斯 / 蕾切尔·薇兹,奇幻 / 冒险,美国,2013,16417,2013年3月29日,进口特种
第七子：降魔之战 Seventh Son,5.0,谢尔盖·波德罗夫,杰夫·布里吉斯 / 本·巴恩斯 / 朱丽安·摩尔,奇幻 / 冒险,英国/美国/加拿大/中国大陆,2014,16320,2015年1月16日,进口分账
波斯王子：时之刃 Prince of Persia: The Sands of Time,7.1,迈克·内威尔,杰克·吉伦哈尔 / 杰玛·阿特登 / 本·金斯利,动作 / 爱情 / 奇幻 / 冒险,美国,2010,16266,2010年5月28日,进口分账
大兵小将,6.8,丁晟,成龙 / 王力宏 / 刘承俊,动作 / 冒险 / 喜剧,中国大陆/香港,2010,16218,2010年2月14日,国产（合拍）
哆啦A梦：大雄的金银岛 ドラえもん のび太の宝島,6.8,今井一晓,水田山葵 / 大原惠美 / 嘉数由美,动画 / 奇幻 / 冒险,日本,2018,16190,2018年6月6日,进口（上映中……）
我的早更女友,5.4,郭在容,周迅 / 佟大为 / 钟汉良,喜剧 / 爱情,中国大陆,2014,16187,2014年12月12日,国产
神探夏洛克：可恶的新娘 Sherlock: The Abominable Bride,6.9,道格拉斯·麦金农,本尼迪克特·康伯巴奇 / 马丁·弗瑞曼 / 尤娜·斯塔布斯,剧情 / 犯罪 / 悬疑,英国,2016,16135,2016年1月4日,进口
诸神之怒 Wrath of the Titans,5.9,乔纳森·里贝斯曼,萨姆·沃辛顿 / 拉尔夫·费因斯 / 连姆·尼森,动作 / 奇幻 / 冒险,美国,2012,16126,2012年3月30日,进口特种
刺客信条 Assassin&#39;s Creed,5.4,贾斯汀·库泽尔,迈克尔·法斯宾德 / 玛丽昂·歌迪亚 / 杰瑞米·艾恩斯,动作 / 历史 / 科幻 / 冒险,美国/法国/香港/英国/台湾/马耳他/加拿大,2016,16104,2017年02月24日,进口
一触即发 Jack Ryan: Shadow Recruit,5.7,肯尼思·布拉纳,克里斯·派恩 / 凯文·科斯特纳 / 肯尼思·布拉纳,剧情 / 动作 / 惊悚,美国/俄罗斯,2014,16084,2014年1月17日,进口分账
极乐空间 Elysium,6.2,尼尔·布洛姆坎普,马特·达蒙 / 朱迪·福斯特 / 沙尔托·科普雷,剧情 / 动作 / 科幻,美国,2013,16006,2013年9月5日,进口分账
怦然星动,4.2,陈国辉,杨幂 / 李易峰 / 陈数,喜剧 / 爱情,中国大陆,2015,15956,2015年12月3日,国产
关云长,4.9,麦兆辉 / 庄文强,甄子丹 / 姜文 / 孙俪,动作 / 传记 / 剧情 / 历史,中国大陆/香港,2011,15876,2011年4月26日,国产（合拍）
小王子 Le Petit Prince,8.0,马克·奥斯本,杰夫·布里吉斯 / 麦肯吉·弗依 / 瑞秋·麦克亚当斯,动画 / 奇幻,法国,2015,15826,2015年10月16日,进口
大海啸之鲨口逃生 Bait 3D,5.4,金波·兰道,沙妮·文森 / 泽维尔·塞缪尔 / 朱利安·麦克马洪,动作 / 惊悚 / 灾难,澳大利亚,2012,15771,2012年10月12日,国产（合拍）
非凡任务,6.4,麦兆辉 / 潘耀明,黄轩 / 段奕宏 / 郎月婷,剧情 / 动作 / 犯罪,中国大陆,2017,15643,2017年03月31日,国产（合拍）
夏有乔木 雅望天堂,4.7,赵真奎,吴亦凡 / 韩庚 / 卢杉,爱情,中国大陆,2016,15637,2016年8月5日,国产
消失的子弹,6.4,罗志良,谢霆锋 / 刘青云 / 杨幂,动作 / 悬疑 / 犯罪,中国大陆/香港,2012,15611,2012年8月14日,国产
冲上云霄 衝上雲霄,4.4,叶伟信 / 邹凯光,古天乐 / 郑秀文 / 吴镇宇,剧情 / 爱情,香港/中国大陆,2015,15606,2015年2月19日,国产（合拍）
特殊身份,3.9,霍耀良,甄子丹 / 景甜 / 安志杰,动作 / 犯罪,中国大陆,2013,15576,2013年10月18日,国产
大笑江湖,4.5,朱延平,小沈阳 / 林熙蕾 / 赵本山,喜剧 / 动作 / 古装,中国大陆/台湾,2010,15482,2010年12月3日,国产（合拍）
十面埋伏,5.8,张艺谋,章子怡 / 刘德华 / 金城武,剧情 / 武侠 / 古装,中国大陆/香港,2004,15360,2004年7月16日,国产
鸿门宴传奇,6.3,李仁港,黎明 / 冯绍峰 / 刘亦菲,剧情 / 动作 / 历史 / 爱情 / 古装,中国大陆/香港,2011,15244,2011年11月29日,国产（合拍）
黄金大劫案,6.8,宁浩,雷佳音 / 陶虹 / 程媛媛,剧情 / 喜剧 / 动作 / 历史 / 爱情 / 战争,中国大陆,2012,15146,2012年4月23日,国产
蜘蛛侠3 Spider-Man 3,7.0,山姆·雷米,托比·马奎尔 / 克斯汀·邓斯特 / 詹姆斯·弗兰科,动作 / 科幻 / 冒险,美国,2007,14971,2007年5月1日,进口分账
被偷走的那五年,5.8,黄真真,白百何 / 张孝全 / 范玮琪,爱情,中国大陆,2013,14913,2013年8月29日,国产
谜城,5.5,林岭东,古天乐 / 余文乐 / 佟丽娅,动作 / 犯罪 / 惊悚,中国大陆/香港,2015,14911,2015年7月30日,国产（合拍）
大上海,6.6,王晶,周润发 / 黄晓明 / 洪金宝,剧情 / 动作,中国大陆/香港,2012,14899,2012年12月21日,国产
哆啦A梦：大雄的南极冰冰凉大冒险 ドラえもん のび太の南極カチコチ大冒険,6.6,高桥敦史,水田山葵 / 大原惠美 / 嘉数由美,动画 / 冒险,日本,2017,14893,2017年05月39日,进口
遗落战境 Oblivion,6.9,约瑟夫·科辛斯基,汤姆·克鲁斯 / 摩根·弗里曼 / 欧嘉·柯瑞兰寇,动作 / 科幻 / 悬疑 / 冒险,美国,2013,14864,2013年5月10日,进口分账
移动迷宫 The Maze Runner,6.8,韦斯·鲍尔,迪伦·奥布莱恩 / 阿梅尔·艾米恩 / 李起弘,动作 / 科幻 / 冒险,美国/英国/英国,2014,14818,2014年10月28日,进口分账
太极1：从零开始,5.7,冯德伦,袁晓超 / 梁家辉 / 杨颖,喜剧 / 动作 / 奇幻 / 武侠 / 古装,中国大陆,2012,14711,2012年9月27日,国产
山楂树之恋,6.7,张艺谋,周冬雨 / 窦骁 / 奚美娟,剧情 / 爱情,中国大陆,2010,14662,2010年9月15日,国产
毒战 毒戰,7.2,杜琪峰,孙红雷 / 古天乐 / 黄奕,剧情 / 动作 / 犯罪,中国大陆/香港,2012,14650,2013年4月2日,国产
破风 破風,7.2,林超贤,彭于晏 / 窦骁 / 崔始源,剧情 / 运动,香港/中国大陆,2015,14523,2015年8月6日18点起,国产（合拍）
哈利·波特与凤凰社 Harry Potter and the Order of the Phoenix,7.8,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特,奇幻 / 冒险,英国/美国,2007,14515,2007年8月10日,进口分账
万物生长,5.8,李玉,范冰冰 / 韩庚 / 齐溪,喜剧 / 爱情,中国大陆,2015,14500,2015年4月17日,国产
锦衣卫,5.9,李仁港,甄子丹 / 赵薇 / 吴尊,剧情 / 动作 / 惊悚 / 武侠 / 古装,中国大陆/香港/新加坡,2010,14470,2010年2月3日,国产（合拍）
惊天魔盗团 Now You See Me,7.5,路易斯·莱特里尔,杰西·艾森伯格 / 艾拉·菲舍尔 / 伍迪·哈里森,剧情 / 犯罪 / 悬疑,美国/法国,2013,14351,2013年10月10日,进口
饥饿游戏3：嘲笑鸟(下) The Hunger Games: Mockingjay - Part 2,6.2,弗朗西斯·劳伦斯,詹妮弗·劳伦斯 / 乔什·哈切森 / 利亚姆·海姆斯沃斯,动作 / 科幻 / 冒险,美国,2015,14342,2015年11月20日,进口分账
圆梦巨人 The BFG,6.8,史蒂文·斯皮尔伯格,鲁比·巴恩希尔 / 马克·里朗斯 / 比尔·哈德尔,奇幻 / 冒险,美国/英国,2016,14322,2016年10月14日,进口
白鹿原,6.3,王全安,张丰毅 / 张雨绮 / 段奕宏,剧情 / 历史,中国大陆,2012,14299,2012年9月15日,国产
喜羊羊与灰太狼之兔年顶呱呱,6.2,赵崇邦,祖丽晴 / 张琳 / 邓玉婷,喜剧 / 动画,中国大陆,2011,14230,2011年1月21日,国产
精武风云·陈真,6.0,刘伟强,甄子丹 / 舒淇 / 黄秋生,动作,香港/中国大陆,2010,14122,2010年9月21日,国产（合拍）
倩女幽魂,5.3,叶伟信,刘亦菲 / 古天乐 / 余少群,剧情 / 奇幻 / 惊悚 / 古装,中国大陆/香港,2011,14029,2011年4月19日,国产（合拍）
青蜂侠 The Green Hornet,5.7,米歇尔·贡德里,塞斯·罗根 / 周杰伦 / 卡梅隆·迪亚兹,喜剧 / 动作 / 犯罪,美国,2011,14021,2011年2月8日,进口分账
王牌保镖 The Hitman&#39;s Bodyguard,7.3,帕特里克·休斯,瑞恩·雷诺兹 / 塞缪尔·杰克逊 / 加里·奥德曼,喜剧 / 动作 / 犯罪,美国/中国大陆/保加利亚/荷兰,2017,13979,2017年09月22日,进口
